path,target_1,target_2,target_3
/data/dataset/Spam_–_Inbound/ec3196fb1bd0b9500dbaec21b24bcb68/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/de5b9f3f1b7e11501cfdeac3b24bcbe6/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/49f1f00e9355ce50b90efd6e1dba104d/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/7dbe75481b92595024c255b62a4bcb69/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/74a9fff21bdb7c1024c255b62a4bcb3a/1_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/81814edb1b03741047cfffbf034bcbaf/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/a6853f079394ced036c870d74dba10a6/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/1f7d9e6693861e50d557b2f17cba10a4/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/97a739711b2649509068c992604bcbc8/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/674d5d7993759210d557b2f17cba10a5/5_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/9e6e463993137d1036c870d74dba10df/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/278e5a7847288a10476eeaaf016d43b2/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/05e0530c93568e140d60b9aefaba10df/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/e9d007071b536d5024c255b62a4bcb28/2_message.eml,benign,spam,inbound
/data/dataset/Legitimate_Email_Confirmed/462508691b88b0d05edd43b4bd4bcb93/0_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Self-Phishing/15ec724c1b8519501cfdeac3b24bcbc7/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/1d4683fc1baca5105edd43b4bd4bcb84/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/45244c65932ad6105a9f30edfaba102f/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/0334e6d71b18d550ba8f539f034bcb21/0_message.eml,benign,spam,inbound
/data/dataset/Legitimate_Email_Confirmed/ae00398c1b2421105edd43b4bd4bcb33/0_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Self-Phishing/5ffcfdbc1b42491027278556cc4bcb62/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Legitimate_Email_Confirmed/730576611ba1209027278556cc4bcb75/0_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Self-Phishing/1702643a1b0cacd024c255b62a4bcb85/0_Your New Account.eml,malicious,phishing,self_phishing
/data/dataset/Legitimate_Email_Confirmed/22a83fad1b787c105edd43b4bd4bcb93/0_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Self-Phishing/c8cf9d431b88e01424c255b62a4bcb77/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_–_UBC/7ceb279c470c8e10efc6767b416d437c/0_message.eml,malicious,phishing,ubc
/data/dataset/Phishing_-_3rd_Party/aeeca306935f42507295330efaba10aa/0_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/45dcac541b38211045ad766f034bcbf3/0_message.eml,benign,spam,inbound
/data/dataset/Legitimate_Email_Confirmed/a53e92bb47ba4a10d8618571516d43d7/0_Important: Fraud prevention steps.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Phishing_-_3rd_Party/fddd595f1bc8b9d09068c992604bcba0/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/48d9c2548778f910f2f90d47cebb35ad/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/a4e5a1a387e7e110f2f90d47cebb3540/1_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/85d475ea1b6c3490ba8f539f034bcbb3/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/34acfb7247d80614efc6767b416d435f/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/948ae9d21b5f781024c255b62a4bcb31/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/63e2209447d20254d8618571516d43ef/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/bcf0e80b1ba6f0109068c992604bcbfa/1_message.eml,malicious,phishing,self_phishing
/data/dataset/CEO_Fraud_-_Gift_Cards/d482b0d41b9e281027278556cc4bcbdc/0_message.eml,malicious,ceo_fraud,gift_cards
/data/dataset/Phishing_-_3rd_Party/cb9460c41bf32c105edd43b4bd4bcbcc/0_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/b6781a22476646d0d8618571516d4313/5_message.eml,benign,spam,inbound
/data/dataset/Spam_–_Inbound/3009c9b41b5be11081d2c8486b4bcbc2/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_–_UBC/4a8e16b893b2c214b90efd6e1dba1091/0_message.eml,malicious,phishing,ubc
/data/dataset/Self-Phishing/c8c53fb41b70e51045ad766f034bcbbc/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/33ca798c1bc5d5501cfdeac3b24bcb74/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_UBC_-_Outbound/d51b342193850210d557b2f17cba1090/0_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Self-Phishing/3f8754c91bb8e51045ad766f034bcb9a/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/72777d641ba878509068c992604bcb4f/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/e4e73bf81b2d285027278556cc4bcb1c/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/c3cae07e1b79b0105edd43b4bd4bcb96/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/6f5d16181b27691024c255b62a4bcb28/0_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/a3540a471bde609027278556cc4bcbcb/0_message.eml,benign,spam,inbound
/data/dataset/Legitimate_Email_Confirmed/a6072d441bb209909068c992604bcbb7/2_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Phishing_-_3rd_Party/bfeea49e1b49201424c255b62a4bcb34/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/c313e5bf1b9879500dbaec21b24bcb2c/0_message.eml,malicious,phishing,third_party
/data/dataset/Legitimate_Email_Confirmed/b7cbe7f61bc999901cfdeac3b24bcbd2/5_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Phishing_-_3rd_Party/7094c0b047b48690072fbf12516d434b/1_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/be8e1a7a93a2b1107295330efaba10f7/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/cf411dec1b5ae81027278556cc4bcbcd/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/68fa5aec932416907295330efaba10c1/0_message.eml,malicious,phishing,self_phishing
/data/dataset/CEO_Fraud_-_Payroll_Update/5b31b6374782ca14d8618571516d43f7/0_message.eml,malicious,ceo_fraud,payroll_update
/data/dataset/Spam_–_Inbound/4f6918b747454650d8618571516d43f7/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/c710ee971b01fd9045ad766f034bcb65/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/6be5590a1b258510b2eda8ecbc4bcb8e/0_Reset Password.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/7f7d35b01b82491027278556cc4bcb4a/2_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/1984f5111b75d9901cfdeac3b24bcb72/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/68731d8d1bb5e91027278556cc4bcb9d/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/50973f7e1bcee8501cfdeac3b24bcbfb/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/d626501c931ece140d60b9aefaba10c9/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/f6ab9c3b1be7e81045ad766f034bcbba/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/00d7e9031b1f1d109068c992604bcbb1/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/c632721a1b92b15081d2c8486b4bcb9e/1_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/675c80eb1bcf5150ba8f539f034bcb55/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/db440ad193ce12505a9f30edfaba10c3/0_message.eml,malicious,phishing,third_party
/data/dataset/Legitimate_Email_Confirmed/d68e95cc4714ca90476eeaaf016d4329/0_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Self-Phishing/a53ae04d1bfce51045ad766f034bcb19/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/61af50661b354510b2eda8ecbc4bcbff/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/67e764d087c63110f2f90d47cebb353e/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/329e7ec01b9a711027278556cc4bcb37/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/6739e8851bd571149068c992604bcb81/0_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/deeff5631baea8501cfdeac3b24bcb8b/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/bb1755251b382d1045ad766f034bcb17/2_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/271aaef81b57d054b2eda8ecbc4bcb76/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/3ed1c2651bf2011045ad766f034bcb8f/7_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/18c337b21b62f0109068c992604bcbad/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/4287114687e07590f2f90d47cebb35c4/3_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/324fadab1ba1b01027278556cc4bcb90/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/9c22f4c11bfda91027278556cc4bcbda/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/002a600993744e9036c870d74dba10e0/2_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/1a9b183b1be7e81045ad766f034bcb96/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_–_UBC/483d390b1b2ff8101cfdeac3b24bcbfd/1_message.eml,malicious,phishing,ubc
/data/dataset/Self-Phishing/125f2a0d1bd3e11027278556cc4bcb7d/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/c7c5f23d47f33d50072fbf12516d4364/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/3eb8c6031b3f2d5045ad766f034bcbd2/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/05a9c5e01b96e81027278556cc4bcbdb/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/39f82c851bbdd4145edd43b4bd4bcb4e/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/70bbabfc1bbca51045ad766f034bcb19/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/1ac29e991b70f8105edd43b4bd4bcb0c/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/2f53b70a1b34215045ad766f034bcbd6/0_message.eml,malicious,phishing,third_party
/data/dataset/CEO_Fraud_-_Gift_Cards/6b78ea42932f1ad05a9f30edfaba1055/0_message.eml,malicious,ceo_fraud,gift_cards
/data/dataset/CEO_Fraud_-_Gift_Cards/d8467c031bf434505edd43b4bd4bcb60/0_message.eml,malicious,ceo_fraud,gift_cards
/data/dataset/Self-Phishing/91288ed31baeb4109068c992604bcbd4/0_message.eml,malicious,phishing,self_phishing
/data/dataset/CEO_Fraud_-_Gift_Cards/16e4a90293dd1e107295330efaba1026/0_message.eml,malicious,ceo_fraud,gift_cards
/data/dataset/Phishing_UBC_-_Outbound/c0c8f8659385c61045ad74327cba1098/0_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Spam_–_Inbound/d44dc0be1be96d5045ad766f034bcb1b/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/72ee151f1b6d301027278556cc4bcb83/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/27296dd71bed301027278556cc4bcb23/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/0c7bbd79930d82105a9f30edfaba1040/0_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/13f901181b30611045ad766f034bcb54/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/bcdab0271b0978505edd43b4bd4bcb51/1_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/928a671a1bd3d5109068c992604bcb7e/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/ed1c79781b42491027278556cc4bcb9e/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/8891bff0930e06905a9f30edfaba10f1/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/25f4aaf61b47615081d2c8486b4bcb41/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/8d11743e1bc0ecd024c255b62a4bcb4a/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/cb9e0e6387557d10f2f90d47cebb35e2/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/c68bc0ff47bef190476eeaaf016d43f2/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/e29ab39d93aa9a10d557b2f17cba1049/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_UBC_-_Outbound/69d7cda193490210d557b2f17cba1062/0_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Self-Phishing/cffc7aca1b7e9010b2eda8ecbc4bcba0/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/dd543e7b47e6b910476eeaaf016d438f/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_UBC_-_Outbound/b9ec7829938502100d60b9aefaba10d4/0_Harassment and Non-Discrimination Policy.eml,malicious,phishing,ubc_outbound
/data/dataset/Spam_–_Inbound/e07c77b71b5751509068c992604bcbf4/4_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/da476ee8ebe02610d074f2acbad0cd21/0_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/56342264477f4e50476eeaaf016d4300/9_message.eml,benign,spam,inbound
/data/dataset/Phishing_–_UBC/6b8399711b0a151024c255b62a4bcb80/0_message.eml,malicious,phishing,ubc
/data/dataset/Spam_–_Inbound/017050bc93a3395036c870d74dba10e6/0_message.eml,benign,spam,inbound
/data/dataset/Reply_Chain_Attack/5af0ca151ba3e19027278556cc4bcb98/1_message.eml,malicious,reply-chain-attack,reply-chain-attack
/data/dataset/Phishing_-_Outbound/8f86221f47727190476eeaaf016d43ea/0_message.eml,malicious,phishing,outbound
/data/dataset/Self-Phishing/b8cc49721b9399109068c992604bcb52/0_message.eml,malicious,phishing,self_phishing
/data/dataset/CEO_Fraud_-_Gift_Cards/212481b41b1705909068c992604bcbfc/0_message.eml,malicious,ceo_fraud,gift_cards
/data/dataset/Phishing_-_3rd_Party/4047d8fe1b6d6d5045ad766f034bcbc2/1_message.eml,malicious,phishing,third_party
/data/dataset/CEO_Fraud_-_Gift_Cards/251ea9021b83f410b2eda8ecbc4bcb5f/0_message.eml,malicious,ceo_fraud,gift_cards
/data/dataset/Spam_–_Inbound/06532def1b2430105edd43b4bd4bcbd3/1_message.eml,benign,spam,inbound
/data/dataset/Spam_–_Inbound/b7b69ef21b6db99045ad766f034bcbad/0_message.eml,benign,spam,inbound
/data/dataset/Spam_–_Outbound/dec697061b3a281047cfffbf034bcbbf/0_message.eml,benign,spam,outbound
/data/dataset/Phishing_-_3rd_Party/fb3873a41b2065105edd43b4bd4bcb8b/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/368cfdf81b42491027278556cc4bcb36/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_–_UBC/d028b50b1bebf8101cfdeac3b24bcb89/0_message.eml,malicious,phishing,ubc
/data/dataset/Self-Phishing/8906775d93ea1e54b90efd6e1dba10f2/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/537430ed1bc489101cfdeac3b24bcb1c/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/6f5fd51d930a1e100d60b9aefaba1032/1_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/c8fbd1d51b3378501cfdeac3b24bcbc3/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_–_UBC/0c9debe193cb4250d557b2f17cba107c/0_message.eml,malicious,phishing,ubc
/data/dataset/Phishing_-_3rd_Party/d68ab46d1bc35510ba8f539f034bcb43/1_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/a7781e0d1b88689024c255b62a4bcb62/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_UBC_-_Outbound/ad13b5d91b1e519024c255b62a4bcbc5/3_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Reply_Chain_Attack/c1398a381bad71509068c992604bcbd2/1_message.eml,malicious,reply-chain-attack,reply-chain-attack
/data/dataset/Phishing_-_3rd_Party/e71657531b2d75909068c992604bcb60/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/426572801bc0a85024c255b62a4bcb67/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/910955f01b5b05909068c992604bcbe4/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/0a6173c11b1fe51081d2c8486b4bcbb5/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/a954510347d1d210476eeaaf016d4367/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/8ebdec0f1b6af0109068c992604bcb60/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/61786fc893c08a1036c870d74dba1032/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_–_UBC/2e038e0d47195210072fbf12516d43b1/1_message.eml,malicious,phishing,ubc
/data/dataset/Spam_–_Inbound/bb8dfca51ba1bd50ba8f539f034bcb6c/0_message.eml,benign,spam,inbound
/data/dataset/Spam_–_Inbound/afdd177393d902d00d60b9aefaba10eb/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/9ef4e61b1b25701027278556cc4bcbee/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_UBC_-_Outbound/5fc327b4936906100d60b9aefaba10bd/1_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Phishing_-_3rd_Party/b8e0460f1b535d109068c992604bcb89/3_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/96b935a51bd6c9105edd43b4bd4bcb42/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/f87ba6731bddb9109068c992604bcb7d/0_message.eml,malicious,phishing,third_party
/data/dataset/Legitimate_Email_Confirmed/ff2f62631bcca910ba8f539f034bcb0a/6_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Phishing_-_3rd_Party/92f9e2381b1aec1027278556cc4bcb47/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/67d73810931e8a14b90efd6e1dba100d/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/3cc341231bac551024c255b62a4bcbec/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/4f8cde571bd3e910048e0d87cc4bcb14/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_–_UBC/bf5fe20e1b539494b2eda8ecbc4bcb70/0_message.eml,malicious,phishing,ubc
/data/dataset/Phishing_-_3rd_Party/10de47a21b5301d09068c992604bcbd6/3_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/bf45e1f7933a12105a9f30edfaba103b/1_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/d7876fe5934686d0d557b2f17cba1025/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/129f431c1b19a01027278556cc4bcb73/1_message (29).eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/4867f6071bbb105024c255b62a4bcb8a/1_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/8b14ef4f1bbd8910b2eda8ecbc4bcbfb/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/361ff5881b92595024c255b62a4bcb3c/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/de6b0aa31b2c951024c255b62a4bcb18/2_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_UBC_-_Outbound/c087dce94769ca50d8618571516d4331/1_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Spam_–_Inbound/add971b01b8709109068c992604bcb12/1_message.eml,benign,spam,inbound
/data/dataset/Legitimate_Email_Confirmed/8c6493891b5c81901cfdeac3b24bcb84/0_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Self-Phishing/34d0ddc71b2634109068c992604bcb6a/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/a2a0557147964610d8618571516d434d/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/eeb8004b1ba2f0109068c992604bcbcd/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/2d3684891b74e51045ad766f034bcb94/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/3fa5ab8493f6bd107295330efaba10d2/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/a34a2d031b7719149068c992604bcba1/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/5badeb6d1b94a49424c255b62a4bcbad/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/4cbbcc011bf4e51045ad766f034bcb4f/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/007429db1bad301027278556cc4bcb7f/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/97ebbae4933f8a5036c870d74dba105b/1_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_UBC_-_Outbound/36bf67611b969d50b2eda8ecbc4bcb24/0_FW: The University of British Columbia.eml,malicious,phishing,ubc_outbound
/data/dataset/Phishing_-_3rd_Party/634fb4791bed11501cfdeac3b24bcb1f/1_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/459adcac1b89e19045ad766f034bcbf8/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/1c4bd9fc1b86091027278556cc4bcb18/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/18bb70c91b71e91027278556cc4bcbc8/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/cf1b01ac1b96e81027278556cc4bcb7c/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/21a8a59f1b58a4d424c255b62a4bcba5/0_ Atualizamos o resumo da fatura. O pedido foi confirmado.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/5330ac3a1bc8acd024c255b62a4bcb2f/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_Outbound/816390bb1bcce910ba8f539f034bcbfd/0_message.eml,malicious,phishing,outbound
/data/dataset/Phishing_-_3rd_Party/0d7327301b6f99509068c992604bcbf4/0_message.eml,malicious,phishing,third_party
/data/dataset/Legitimate_Email_Confirmed/60b14d831b2234109068c992604bcb4f/2_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Phishing_-_3rd_Party/f820cd3d1bcd6d9045ad766f034bcbdf/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/3683636a47d10e90d8618571516d43a5/1_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_–_UBC/3144999f1b0471140dbaec21b24bcbf0/0_message.eml,malicious,phishing,ubc
/data/dataset/Phishing_UBC_-_Outbound/452bca451ba829105edd43b4bd4bcbc7/0_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Phishing_-_3rd_Party/3c784d991b38a91045ad766f034bcb69/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/3cd089611b4889101cfdeac3b24bcb75/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/d0caff031b287890ba8f539f034bcb8c/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/252c7bb11bc1acd024c255b62a4bcb67/1_message.eml,malicious,phishing,self_phishing
