path,true,pred
/data/dataset/Legitimate_Email_Confirmed/316677aaebb4ea90d074f2acbad0cdb3/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/31a7a6f61b45acd01cfdeac3b24bcb3e/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/31d36ff81b8085101cfdeac3b24bcb4b/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/328cf2b62ba02a5046f8f4d0ce91bf8d/1_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/3324764c2bd8261046f8f4d0ce91bfee/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/33a22a84939852507295330efaba10a2/0_UBC - 2024W award offer.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/344bfca11bdea45027278556cc4bcb8d/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/348cc12793cd56d036c870d74dba101d/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/34b0f94647bc1610efc6767b416d431c/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/34c7403e47238e10476eeaaf016d4359/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/34c7403e47238e10476eeaaf016d4359/2_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/3603142293418a100d60b9aefaba1067/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/369a64021ba94510b2eda8ecbc4bcbf9/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/37685ee31b57c5d09068c992604bcb2b/0_Package at 137 RHL reception.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/387ba93a1b5ef85045ad766f034bcb94/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/38f6be671b6f1890b2eda8ecbc4bcbab/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/3924342f1b17ec905edd43b4bd4bcbd9/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/3a4c47031bac3890ba8f539f034bcb92/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/3a64a5371b106d90ba8f539f034bcb3f/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/3b6cc9321b0b85509068c992604bcb28/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/3bb4b6aa1b6174509068c992604bcbbf/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/3bd20fa01b0fe11081d2c8486b4bcb5b/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/3c80ebc3936b9614d557b2f17cba10ba/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/3c9684981bdeb110b2eda8ecbc4bcb83/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/3d31c2281b3d0950b2eda8ecbc4bcbe6/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/3e1a6dc493ff12100d60b9aefaba1004/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/3e26ca791beda55045ad766f034bcba1/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/3ead8b6293ffd650b90efd6e1dba10aa/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/3f05a5db1bf8b4505edd43b4bd4bcbc4/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/3f36b0cc870e7154f2f90d47cebb3564/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4047e8f31b923990048e0d87cc4bcb3f/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/41c5ae1693b375107295330efaba1029/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/425077a71bcda510ba8f539f034bcb1b/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/42a3f0291b68a81824c255b62a4bcba6/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/42e9336547a19e50efc6767b416d4343/2_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/439a668f1b97541024c255b62a4bcbce/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/43b1afba1b8999901cfdeac3b24bcbd4/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/43bdb98f1bc7ac105edd43b4bd4bcb77/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/43d0216a1b2134509068c992604bcb46/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/44f71c83938ec6d05a9f30edfaba107d/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/45d5cdac1b16e81027278556cc4bcb91/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/45f9b5e31b0d0d1027278556cc4bcb16/1_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/462508691b88b0d05edd43b4bd4bcb93/2_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/462508691b88b0d05edd43b4bd4bcb93/5_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/469ebc8f1b0e301045ad766f034bcb9e/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/46b2fce51bda305045ad766f034bcb75/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/47e81cb61bc4acd024c255b62a4bcb78/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/48af52f21b1768905edd43b4bd4bcb9c/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/49cfa32e939b5e50d557b2f17cba1002/0_BIOL 112 Equity Survey Reminder.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/4a15327d1b7d4110b2eda8ecbc4bcb44/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4b177c091b31e91027278556cc4bcba4/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4b18b2d21be94910b2eda8ecbc4bcb86/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4c322abc1b95811024c255b62a4bcbb1/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4cb0c1a01bf928d027278556cc4bcb88/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4cda8acd1bd1281027278556cc4bcbe2/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4ce2212c1bf168d027278556cc4bcb67/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4cfe553b9337f5107295330efaba10fd/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4d02359e1bb9255027278556cc4bcbfc/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4d1289ce1b891190b2eda8ecbc4bcb28/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4d8fad2793d35e90b90efd6e1dba10de/1_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/4db3d341937635507295330efaba1001/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/4dd86ee31b2b1890b2eda8ecbc4bcb07/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4eb066621bf1e55027278556cc4bcb6d/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/4ed6c9d11b267990b2eda8ecbc4bcbbf/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/4f880bb4930a0e90d557b2f17cba10e2/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/4fa604bd1ba7a15024c255b62a4bcb6e/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/4fa6eb374767f9d0476eeaaf016d4303/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/500d71521b8a2450b2eda8ecbc4bcb34/1_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/505eaf531bcfc9509068c992604bcb02/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/513c1bfa1bef21109068c992604bcbae/1_You've joined the AZ-TempTest group.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/51531aa21b262d5047cfffbf034bcbc0/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/51da79ca931982900d60b9aefaba1080/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/53b1432893508e907295330efaba1060/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/544bbda047e84610efc6767b416d43f8/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/54b382761b710910b2eda8ecbc4bcb53/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/54f421061b730d109068c992604bcbc3/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/554834151b227990b2eda8ecbc4bcbd2/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/555272421b73255045ad766f034bcba3/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/55fa123e476c0a50072fbf12516d43cb/0_LAST REMINDER – Passphrase/Password Change Needed for Security Purposes.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/562047771b21a0d027278556cc4bcba8/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/567cfd6a1b726c1047cfffbf034bcb4d/1_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/56b4560d1b2c29105edd43b4bd4bcba8/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/57fca7621b5aed1427278556cc4bcbbb/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/5839a6f61b9768905edd43b4bd4bcb23/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/58b8f30e93ed0e100d60b9aefaba1025/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5990baea1be1c910b2eda8ecbc4bcbf5/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5a396a091be1e15045ad766f034bcb9e/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5a4b32b647ee7110476eeaaf016d437c/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5b991cb39388829036c870d74dba105a/2_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5bec55ba1bb0095024c255b62a4bcbc4/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/5c1b4f371b7281109068c992604bcbaf/2_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/5e1f237a93c5da907295330efaba1030/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5e7c152b1b99c55024c255b62a4bcb4c/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5e81a41493364ed0b90efd6e1dba10e7/3_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5e978f1a1b4068d024c255b62a4bcbad/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5ecb1c899394ce9036c870d74dba10e5/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/5f9397f21b1ec1109068c992604bcb2e/1_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/601c0d9f1bb92d5027278556cc4bcbc9/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/6079076e1bbf30901cfdeac3b24bcb90/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/60b14d831b2234109068c992604bcb4f/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/60b14d831b2234109068c992604bcb4f/1_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/6135949147534610476eeaaf016d432e/1_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/622c6d2347799650d8618571516d43bf/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/62d211fd477e7950072fbf12516d43f0/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/62dd5861930016107295330efaba1023/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/632ae6eb1b2b1890b2eda8ecbc4bcb4a/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/638a06141b8ae41027278556cc4bcbb1/1_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/640edc281bb128d027278556cc4bcb84/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/64d93d1f932b351036c870d74dba1059/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/657b48571b88991045ad766f034bcb89/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/65a0faee1beca5105edd43b4bd4bcbd3/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/65f8b48947189650476eeaaf016d4324/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/660df38693050a10d557b2f17cba10b9/3_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/66b19a7b93098250b90efd6e1dba101d/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/66c6fbcc1b984d501cfdeac3b24bcb3a/2_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/672ebce047b51a10efc6767b416d4329/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/678c129687b9b114f2f90d47cebb358b/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/67c04645931d52107295330efaba1042/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/68018c368731f514f2f90d47cebb351d/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/68b20c461b7875109068c992604bcb49/3_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/690941591bc9a0d01cfdeac3b24bcb86/0_message.eml,benign,benign
/data/dataset/Legitimate_Email_Confirmed/6959f4681b8a451027278556cc4bcb30/0_message.eml,benign,malicious
/data/dataset/Legitimate_Email_Confirmed/6980fa721b1b68905edd43b4bd4bcb02/0_message.eml,benign,benign
